Palabras,shakespeare_the_merchant_of_venice.txt,shakespeare_romeo_juliet.txt,shakespeare_hamlet.txt,dickens_a_christmas_carol.txt,dickens_oliver_twist.txt,dickens_a_tale_of_two_cities.txt,
sighted,0,0,0,0,0,1,
sign,3,0,0,5,19,17,
signal,0,1,0,0,4,7,
signally,0,0,0,0,0,1,
signature,0,0,0,0,2,1,
signet,0,0,1,0,0,0,
significance,0,0,0,0,0,3,
significant,0,0,0,0,2,1,
significantly,0,0,0,0,2,0,
signifie,0,0,2,0,0,0,
signifieth,0,0,0,0,1,0,
signify,4,1,0,0,0,2,
signing,0,0,1,0,1,1,
signior,11,4,0,0,0,0,
sike,0,0,0,0,188,0,
sikes,0,0,0,0,167,0,
silence,5,0,5,3,57,36,
silent,0,0,0,1,32,19,
silently,0,0,0,1,0,11,
silk,1,2,0,0,6,6,
silken,0,0,0,1,0,0,
sill,0,0,0,0,0,1,
silly,0,0,0,1,1,0,
siluer,0,0,2,0,0,0,
silver,9,10,0,3,9,3,
similar,0,0,0,1,6,14,
similarly,0,0,0,1,0,6,
simile,0,0,0,1,1,0,
simmer,0,0,0,1,0,0,
simon,0,1,0,0,0,0,
simple,4,6,2,2,7,4,
simpleness,0,1,0,0,0,0,
simplicity,1,0,0,0,0,1,
simply,0,0,0,0,2,2,
simultaneous,0,0,0,0,1,0,
simultaneously,0,0,0,0,2,1,
sin,5,13,0,1,6,3,
since,11,14,17,4,27,42,
sincere,0,0,0,0,0,1,
sincerely,0,0,0,0,1,0,
sincerity,0,0,0,0,3,0,
sind,0,0,0,0,1,0,
sindge,0,0,1,0,0,0,
sinecure,0,0,0,0,2,0,
sinewes,0,0,1,0,0,0,
sinful,1,0,0,0,0,0,
sing,6,5,9,1,6,4,
singe,0,0,0,2,3,2,
singer,0,1,0,1,2,0,
singeth,0,0,1,0,0,0,
singing,0,0,0,1,2,0,
single,1,2,2,1,7,17,
singleness,0,1,0,0,0,0,
singly,0,0,0,0,0,3,
sings,0,1,0,0,0,0,
singular,0,2,0,1,6,7,
singularly,0,0,0,1,1,0,
sinister,0,0,0,0,1,4,
sink,0,2,0,3,33,11,
sinne,0,0,4,0,0,0,
sinner,0,1,1,1,0,1,
sinnewes,0,0,1,0,0,0,
sip,0,0,1,0,2,5,
sipped,0,0,0,0,0,1,
sir,39,57,65,16,210,101,
sirrah,3,6,0,0,0,0,
sister,1,1,8,16,11,28,
sisterhood,0,1,0,0,0,2,
sit,7,11,13,34,146,115,
sitch,0,0,0,0,4,0,
site,0,1,4,4,0,0,
sith,0,0,1,0,0,0,
sitivation,0,0,0,0,1,0,
sitiwation,0,0,0,0,2,0,
sitting,0,0,0,1,1,2,
situate,0,0,0,0,1,0,
situated,0,0,0,0,1,0,
situation,0,0,0,5,14,7,
sivin,0,0,0,0,1,0,
six,6,1,2,4,26,17,
sixe,0,0,3,0,0,0,
sixeteene,0,0,1,0,0,0,
sixpence,0,0,0,3,6,2,
sixteene,0,0,1,0,0,0,
sixth,0,0,0,0,0,1,
sixty,0,0,0,1,3,12,
siz,0,0,1,0,0,0,
size,5,2,4,5,20,5,
sized,0,0,0,0,2,0,
skain,0,1,0,0,0,0,
skater,0,0,0,1,0,0,
skeleton,0,0,0,0,1,0,
skelter,0,0,0,0,1,0,
sketch,0,0,0,0,2,0,
skid,0,0,0,0,0,1,
skilful,1,0,0,0,1,2,
skilfully,0,0,0,0,1,0,
skill,0,1,3,0,1,10,
skilless,0,1,0,0,0,0,
skim,0,0,0,1,0,0,
skin,0,0,1,1,3,2,
skinnes,0,0,2,0,0,0,
skinny,0,0,0,0,3,1,
skins,0,1,0,0,0,0,
skip,2,0,0,1,0,0,
skipper,0,0,0,0,1,0,
skirt,0,0,0,3,10,3,
skirts,0,0,1,0,0,0,
skreek,0,0,0,1,0,0,
skulk,0,0,0,0,5,0,
skull,1,2,0,0,3,0,
sky,0,0,0,3,11,23,
skyish,0,0,1,0,0,0,
slab,0,0,0,0,1,1,
slack,0,1,0,0,0,0,
slacken,0,0,0,0,3,2,
slackened,0,0,0,0,1,0,
slain,0,12,0,0,0,1,
slaine,0,0,5,0,0,0,
slake,0,0,0,0,0,1,
slam,0,0,0,0,1,0,
sland,0,1,0,0,0,0,
slander,1,2,2,1,0,0,
slap,0,0,0,0,6,0,
slapping,0,0,0,0,2,1,
slatternly,0,0,0,0,1,0,
slaue,0,0,5,0,0,0,
slaues,0,0,1,0,0,0,
slaught,0,2,0,0,0,0,
slaughter,1,3,3,0,0,0,
slave,2,3,0,0,0,4,
slavery,0,0,0,0,0,2,
slavish,1,0,0,0,0,0,
slay,0,10,1,0,0,2,
sledde,0,0,1,0,0,0,
sledge,0,0,0,0,1,0,
sleek,0,0,0,0,0,2,
sleep,5,16,4,5,51,37,
sleepe,0,0,15,0,0,0,
sleeper,0,0,0,0,4,4,
sleepily,0,0,0,0,1,0,
sleeping,0,0,0,0,3,0,
sleepless,0,0,0,0,1,0,
sleepy,0,0,0,0,5,1,
sleet,0,0,0,1,0,0,
sleeve,0,0,0,2,8,3,
slend,0,0,1,0,0,0,
slender,0,0,0,0,0,1,
slept,0,0,0,0,2,0,
slew,1,5,0,0,0,0,
slewest,0,1,0,0,0,0,
slice,0,0,0,0,7,1,
slide,0,0,0,3,0,2,
slight,0,0,1,4,29,21,
slightest,0,0,0,0,1,0,
slightly,1,0,2,0,8,7,
slim,0,0,0,0,1,0,
slime,0,0,0,0,2,0,
slimy,0,0,0,0,1,0,
sling,0,0,1,0,2,0,
slink,1,0,0,0,0,0,
slinking,0,0,0,0,0,1,
slip,0,2,1,0,6,6,
slipper,0,0,0,3,0,1,
slippere,0,0,0,0,0,1,
slips,1,0,0,0,0,0,
slipshod,0,0,0,1,1,0,
sliuer,0,0,1,0,0,0,
slop,0,1,0,0,2,0,
sloth,0,0,0,0,0,1,
slough,0,0,0,0,0,2,
slout,0,0,0,0,1,0,
slovenly,0,0,0,0,0,1,
slow,1,5,2,5,14,9,
slowly,0,0,0,3,30,38,
slowness,0,0,0,0,0,1,
slubber,1,0,0,0,0,0,
slug,0,1,0,0,1,0,
sluggish,0,0,0,0,1,0,
sluggishly,0,0,0,0,1,0,
sluice,0,0,0,0,1,0,
slumber,0,0,0,0,5,4,
slung,0,0,0,0,0,3,
slunk,0,0,0,1,6,2,
sluttish,0,1,0,0,0,0,
sly,0,0,0,0,5,1,
slyly,0,0,0,1,1,0,
slyness,0,0,0,1,0,0,
smack,1,0,0,0,1,1,
smacking,0,0,0,0,2,0,
small,5,11,10,13,95,45,
smallest,0,0,0,0,1,0,
smallness,0,0,0,0,0,1,
smart,0,0,1,2,6,0,
smartly,0,0,0,0,2,0,
smash,0,0,0,0,2,2,
smatter,0,1,0,0,0,0,
smcap,0,0,0,1,0,0,
smear,0,0,1,1,1,3,
smell,1,4,1,4,8,11,
smels,0,0,1,0,0,0,
smile,3,4,6,8,64,33,
smiled,0,0,0,0,1,0,
smilest,0,1,0,0,0,0,
smiling,0,0,0,0,1,0,
smilingly,0,0,0,0,2,1,
smirk,0,0,0,0,1,0,
smite,0,0,0,0,1,3,
smith,1,0,0,0,0,6,
smithfield,0,0,0,0,4,0,
smithy,0,0,0,0,0,1,
smiting,0,0,0,0,1,0,
smock,0,1,0,0,4,0,
smoke,0,2,0,3,20,19,
smoked,0,0,0,0,0,1,
smokeless,0,0,0,0,0,1,
smoking,0,0,0,1,5,5,
smoky,0,0,0,1,3,1,
smooth,0,2,2,2,6,7,
smoothing,0,0,0,0,0,1,
smoothly,0,0,0,0,1,1,
smoothness,0,0,0,0,0,1,
smoothnesse,0,0,1,0,0,0,
smot,0,0,1,0,0,0,
smote,0,0,0,0,0,2,
smother,0,0,0,1,4,1,
smothering,0,0,0,0,0,1,
smoulder,0,0,0,0,1,1,
smug,1,0,0,0,0,0,
smuggler,0,0,0,0,0,1,
snail,1,0,0,0,2,0,
snake,0,0,0,0,0,1,
snaky,1,0,0,0,0,0,
snap,0,0,0,1,3,4,
snapper,1,0,0,0,0,0,
snappish,0,0,0,0,1,0,
snappishly,0,0,0,0,1,0,
snare,0,0,0,0,3,0,
snarl,0,0,0,0,1,0,
snatch,0,1,1,0,8,3,
sneak,0,0,0,0,6,1,
sneaking,0,0,0,0,0,1,
sneer,0,0,0,0,9,1,
sneered,0,0,0,0,2,0,
sneeze,0,0,0,0,3,1,
sniff,0,0,0,0,1,0,
snip,0,0,0,0,0,1,
snivel,0,0,0,0,3,0,
snooks,0,0,0,0,0,1,
snooze,0,0,0,0,3,0,
snore,1,0,0,1,3,0,
snort,0,0,0,0,0,1,
snow,1,1,4,10,5,7,
snowball,0,0,0,1,0,0,
snowstorm,0,0,0,1,0,0,
snowy,0,1,0,0,0,1,
snub,0,0,0,0,2,0,
snuff,0,0,0,3,13,7,
snuffbox,0,0,0,0,1,0,
snuffing,0,0,0,0,1,0,
snug,0,0,0,2,3,0,
soale,0,0,1,0,0,0,
soap,0,0,0,0,1,0,
soar,0,2,0,0,0,1,
sob,0,0,0,2,7,3,
sobbed,0,0,0,0,1,0,
sobbing,0,0,0,0,1,0,
sober,4,1,1,0,3,5,
soberer,0,0,0,0,0,1,
sobriety,0,0,0,0,0,1,
sobriquet,0,0,0,0,1,0,
sobs,0,0,0,0,2,1,
sociable,0,1,0,0,0,0,
sociably,0,0,0,0,1,0,
social,0,0,0,0,0,3,
society,0,1,0,0,20,7,
socket,0,0,0,0,1,0,
sodaine,0,0,5,0,0,0,
sodainely,0,0,1,0,0,0,
sodden,0,0,0,0,0,1,
sofa,0,0,0,2,3,6,
soft,6,6,8,1,17,8,
soften,1,0,0,3,5,10,
softened,0,0,0,0,2,2,
softest,0,1,0,0,0,0,
softly,0,0,0,3,30,18,
softness,0,0,0,0,1,0,
software,0,2,2,0,0,0,
soho,0,0,0,0,0,18,
soil,0,0,1,0,6,6,
sojourn,0,1,0,0,1,0,
soke,0,0,1,0,0,0,
sol,0,1,0,0,1,0,
sola,8,0,0,0,0,0,
solace,0,1,0,0,1,0,
solanio,24,0,0,0,0,0,
soldier,1,2,5,0,1,22,
soldiery,0,0,0,0,0,2,
soldiour,0,0,1,0,0,0,
sole,1,2,0,6,3,2,
solely,1,2,0,0,0,1,
solemn,0,1,0,4,15,10,
solemne,0,0,2,0,0,0,
solemnise,0,0,0,1,0,0,
solemnity,0,3,0,0,6,1,
solemniz,1,0,0,0,0,0,
solemnize,1,0,0,0,0,0,
solemnly,0,0,0,0,6,5,
solicit,2,0,2,2,3,2,
solicitation,1,0,0,1,1,1,
solicitor,0,0,0,0,0,2,
solicitude,0,0,0,0,2,3,
solid,0,1,2,6,0,3,
solidity,0,0,1,0,0,0,
soliloquy,0,0,0,0,0,1,
solitary,0,0,0,4,8,15,
solitude,0,0,0,1,4,5,
sollemne,0,0,1,0,0,0,
solomon,0,0,0,0,0,24,
solution,0,0,0,1,1,0,
solve,0,0,0,0,1,3,
solyman,1,0,0,0,0,0,
sombre,0,0,0,0,4,3,
somebody,0,0,0,3,18,15,
somehow,0,0,0,3,5,1,
someone,0,0,1,0,0,0,
something,11,4,14,14,100,58,
somethink,0,0,0,0,1,0,
sometime,0,3,1,0,0,0,
sometimes,1,2,5,7,32,34,
someuer,0,0,1,0,0,0,
somewhat,0,0,1,0,13,2,
somewhere,0,0,0,1,6,9,
somnet,0,0,1,0,0,0,
somthe,0,0,2,0,0,0,
son,11,19,0,4,18,20,
song,1,1,3,4,7,7,
sonne,0,0,21,0,0,0,
sonnes,0,0,1,0,0,0,
sonnet,0,0,1,0,0,0,
sonorous,0,0,0,0,0,1,
sontie,1,0,0,0,0,0,
soon,4,15,2,7,84,63,
soone,0,0,1,0,0,0,
soonest,0,1,0,0,0,0,
soop,0,0,1,0,0,0,
soot,0,0,0,0,1,2,
sooth,2,0,0,0,0,0,
soothe,0,0,0,0,8,8,
soothed,0,0,0,0,1,0,
soothingly,0,0,0,0,3,2,
sooty,0,0,0,1,0,0,
sophy,1,0,0,0,0,0,
sorceress,0,0,0,0,0,1,
sordid,0,0,0,1,2,0,
sordidly,0,0,0,0,1,0,
sore,1,1,3,0,2,2,
sorely,0,0,0,0,0,2,
sorrie,0,0,2,0,0,0,
sorrow,0,10,6,1,11,11,
sorrowes,0,0,1,0,0,0,
sorrowful,0,0,0,2,2,3,
sorrowfully,0,0,0,0,1,0,
sorry,3,1,2,7,10,10,
sort,3,2,4,8,25,17,
sortin,0,0,0,0,1,0,
soueraigne,0,0,3,0,0,0,
soueraignty,0,0,1,0,0,0,
soul,18,16,0,5,24,22,
souldier,0,0,1,0,0,0,
souldiours,0,0,1,0,0,0,
soule,0,0,38,0,0,0,
soultry,0,0,2,0,0,0,
sound,10,16,10,14,67,54,
sounder,0,0,0,0,0,1,
sounding,0,0,0,0,0,1,
soundly,0,2,0,0,1,2,
soundness,0,0,0,0,0,1,
soundpost,0,1,0,0,0,0,
sounds,0,0,0,0,0,1,
soup,0,0,0,0,0,1,
sour,0,4,0,0,0,3,
source,0,0,0,1,1,2,
sourse,0,0,2,0,0,0,
south,0,1,0,0,0,8,
southcott,0,0,0,0,0,1,
southerly,0,0,1,0,0,0,
southern,0,0,0,0,0,2,
southwark,0,0,0,0,1,0,
sovereign,0,1,0,0,3,0,
sow,0,0,0,1,0,3,
sowerberry,0,0,0,0,86,0,
sowing,0,0,1,0,0,0,
sown,0,0,0,0,0,1,
soyle,0,0,1,0,0,0,
space,2,9,10,3,19,12,
spacious,0,0,1,1,0,0,
spade,0,2,4,1,1,2,
spak,0,1,0,0,0,0,
spake,0,2,1,0,0,0,
span,2,0,0,0,0,2,
spaniel,0,0,0,0,1,0,
spanish,0,1,0,2,0,0,
spare,1,1,0,2,14,18,
spared,0,0,0,0,3,0,
sparing,0,1,0,0,0,0,
sparingly,0,0,0,0,1,0,
spark,0,0,0,1,3,6,
sparke,0,0,1,0,0,0,
sparkle,0,1,0,4,2,3,
sparkling,0,0,0,0,0,1,
sparrow,0,0,1,0,0,1,
spasm,0,0,0,0,1,0,
spat,0,0,0,0,1,1,
spatter,0,0,0,0,1,0,
speak,34,43,11,23,170,142,
speake,0,0,55,0,0,0,
speaker,0,0,0,4,11,6,
speaking,0,0,0,0,1,0,
spear,0,0,0,0,0,4,
special,2,2,2,2,7,6,
speciall,0,0,3,0,0,0,
specially,0,0,0,0,1,2,
specie,0,0,0,0,2,3,
specific,0,0,0,1,0,0,
specify,4,0,0,2,2,2,
speciman,0,0,0,0,1,0,
specimen,0,0,0,0,2,1,
speck,0,0,0,1,1,2,
speckle,0,0,0,1,1,1,
spectable,0,0,0,0,3,0,
spectacle,0,0,0,1,14,8,
spectacularly,0,0,0,0,0,1,
spectator,0,0,1,0,6,9,
spectral,0,0,0,2,0,4,
spectre,0,0,0,13,0,6,
speculate,0,0,0,0,0,4,
speculation,0,0,0,0,3,0,
speech,1,1,17,1,12,7,
speechless,1,0,0,0,1,0,
speechlesse,0,0,1,0,0,0,
speed,6,5,4,3,18,6,
speedie,0,0,1,0,0,0,
speedily,0,0,0,1,5,0,
speedy,0,1,1,0,3,1,
spell,0,1,1,0,1,3,
spelling,0,0,7,0,0,0,
spelt,0,0,0,0,1,0,
spencer,0,0,0,0,0,1,
spend,4,3,2,2,11,4,
spending,0,0,0,0,1,1,
spet,4,0,0,0,0,0,
sphere,0,1,2,1,2,1,
spi,0,0,0,0,0,2,
spice,1,1,0,1,1,0,
spick,0,0,0,0,1,0,
spider,1,1,0,0,1,0,
spight,0,0,1,0,0,0,
spike,0,0,0,0,1,5,
spiky,0,0,0,0,0,4,
spile,0,0,0,0,0,2,
spill,0,1,1,0,1,5,
spilt,0,0,1,0,0,0,
spin,0,0,0,0,0,9,
spinnage,0,0,0,0,1,0,
spinner,0,1,0,0,0,0,
spire,0,0,0,0,2,1,
spirit,14,5,19,109,45,25,
spirited,0,0,0,0,1,1,
spiritual,0,0,0,0,0,2,
spirt,0,0,0,0,1,0,
spit,0,2,0,0,1,0,
spitalfield,0,0,0,0,3,0,
spite,0,5,0,3,3,4,
spittoon,0,0,0,0,0,1,
splash,0,0,0,0,3,3,
splashing,0,0,0,0,0,1,
spleen,0,1,0,0,0,0,
spleenatiue,0,0,1,0,0,0,
splendid,0,0,0,2,1,0,
splendour,0,1,0,0,1,1,
splinter,0,0,0,1,1,1,
split,0,0,1,2,4,3,
splutter,0,0,0,0,0,1,
spoake,0,0,1,0,0,0,
spoil,1,0,0,1,1,5,
spoke,0,1,2,0,2,1,
spoken,0,0,1,0,1,5,
sponge,1,0,0,1,0,0,
spontaneous,0,0,0,1,0,0,
spoon,0,0,0,2,7,1,
spoonful,0,0,0,0,1,0,
sporadic,0,0,1,0,0,0,
sport,2,2,2,2,3,4,
spot,0,0,1,2,33,22,
spouse,0,0,0,0,2,0,
spout,0,0,0,0,1,0,
sprang,0,0,0,0,2,1,
spray,0,0,0,1,0,2,
spre,0,0,2,0,0,0,
spread,0,2,0,4,7,4,
spree,0,0,0,0,1,0,
sprig,0,0,0,0,0,1,
sprightly,0,0,0,0,1,0,
sprigs,0,0,0,1,0,0,
sprindge,0,0,1,0,0,0,
spring,0,2,4,6,12,7,
springing,0,0,0,0,1,2,
springs,0,0,1,0,0,0,
sprinkle,0,0,1,2,0,4,
sprinkling,0,0,0,2,1,0,
sprite,0,0,0,0,1,1,
spruce,0,0,0,0,1,0,
sprung,0,1,1,0,1,2,
spundge,0,0,3,0,0,0,
spur,0,2,0,1,1,2,
spurn,3,0,0,0,1,1,
spurne,0,0,2,0,0,0,
spurrer,1,0,0,0,0,0,
sputter,0,0,0,1,0,1,
spy,0,2,1,0,7,72,
spyer,0,0,0,0,6,0,
spyers,0,0,0,0,7,0,
squab,0,0,0,1,0,0,
squabble,0,0,0,0,1,0,
squalid,0,0,0,0,3,2,
squalor,0,0,0,0,1,1,
squander,1,0,0,0,3,0,
square,0,0,0,0,10,8,
squaring,0,0,0,0,0,1,
squash,0,0,0,0,0,1,
squeak,0,0,0,1,1,0,
squeaking,0,0,0,0,1,0,
squealing,1,0,0,0,0,0,
squeeze,0,0,1,2,4,10,
squire,0,0,0,0,1,0,
squirrel,0,1,0,0,0,0,
st,19,33,29,2,5,7,
stab,0,1,0,0,0,1,
stabb,0,1,0,0,0,0,
stable,0,0,0,1,2,7,
stack,0,0,0,0,2,1,
staff,4,0,0,1,4,2,
staffe,0,0,1,0,0,0,
stage,1,2,5,1,10,3,
stagger,0,0,0,2,12,0,
staggered,0,0,0,0,2,0,
staggering,0,0,0,0,2,1,
stagnant,0,0,0,1,1,0,
staid,0,0,3,0,0,2,
stain,1,5,0,0,32,15,
stainless,0,1,0,0,0,0,
stair,1,1,0,5,30,21,
staircase,0,0,0,1,8,25,
staire,0,0,1,0,0,0,
stairs,0,0,0,0,10,6,
stake,2,1,1,1,4,5,
stale,1,1,1,1,1,0,
stalk,0,0,1,0,2,0,
stalke,0,0,1,0,0,0,
stall,0,0,1,0,11,0,
stalwart,0,0,0,0,0,1,
stammer,0,0,0,0,7,1,
stamp,2,0,0,2,11,3,
stand,29,30,24,33,118,140,
standard,0,0,0,0,0,2,
standing,0,0,0,2,5,5,
star,0,8,0,1,3,6,
stare,0,0,0,2,23,25,
stared,0,0,0,0,1,3,
starer,0,0,0,0,0,1,
stark,0,1,0,0,2,1,
starlight,0,0,0,0,0,2,
starling,0,0,1,0,0,0,
starre,0,0,7,0,0,0,
start,4,2,7,9,50,34,
started,0,0,0,0,3,0,
starting,0,0,0,1,2,0,
startle,0,0,0,1,4,5,
startled,0,0,0,1,3,0,
startles,0,1,0,0,0,0,
startling,0,0,0,0,3,0,
starv,1,1,0,0,0,0,
starvation,0,0,0,0,1,0,
starve,2,1,0,0,10,7,
starveth,0,1,0,0,0,0,
state,25,7,16,19,56,70,
stated,0,0,0,0,1,0,
stateliness,0,0,0,0,3,1,
stately,0,0,1,1,3,2,
statement,1,3,5,1,6,4,
states,13,0,2,9,13,14,
station,0,0,2,2,14,12,
stationary,0,0,0,0,1,0,
statist,0,0,1,0,0,0,
statue,0,1,0,1,0,2,
stature,0,0,0,1,2,3,
status,4,0,0,4,4,4,
statute,0,0,1,0,0,0,
staunch,0,0,0,0,2,1,
stauncher,0,0,0,0,1,0,
stave,0,0,0,18,0,2,
stay,14,34,11,3,17,12,
staye,0,0,1,0,0,0,
ste,0,0,1,0,0,0,
stead,2,1,0,0,0,3,
steadfastly,0,0,0,0,0,4,
steadfastness,0,0,0,0,0,1,
steadily,0,0,0,0,10,12,
steadiness,0,0,0,2,0,0,
steady,0,0,0,4,6,16,
steak,0,0,0,0,1,0,
steal,7,3,4,2,23,4,
steale,0,0,1,0,0,0,
stealer,0,0,1,0,0,0,
stealth,0,1,0,0,0,1,
stealthily,0,0,0,0,8,1,
steam,0,0,0,2,3,4,
steaming,0,0,0,0,0,1,
steed,0,1,0,0,1,0,
steel,0,4,0,2,1,4,
steele,0,0,3,0,0,0,
steep,0,1,1,1,4,12,
steepe,0,0,1,0,0,0,
steepest,0,0,0,0,0,1,
steeple,0,0,0,1,0,1,
steepness,0,0,0,0,0,1,
steerage,0,1,0,0,0,0,
steering,0,0,0,0,0,1,
stem,0,0,0,1,2,1,
stench,0,0,0,0,0,1,
stentorian,0,0,0,0,1,0,
step,1,2,3,3,71,46,
stephano,8,0,0,0,0,0,
stepped,0,0,0,0,0,1,
ster,0,0,0,0,1,0,
stern,1,0,0,0,4,3,
sterne,0,0,1,0,0,0,
sterner,0,0,0,0,2,1,
sternly,0,0,0,1,12,4,
sternness,0,0,0,0,1,0,
sterrill,0,0,1,0,0,0,
stew,0,0,1,0,1,1,
steward,0,0,1,0,1,0,
stick,3,2,1,6,27,8,
sticke,0,0,3,0,0,0,
stiff,0,2,0,1,9,5,
stiffely,0,0,1,0,0,0,
stiffen,0,0,0,1,1,0,
stiffening,0,0,0,0,0,1,
stiffly,0,0,0,0,1,0,
stifle,0,1,0,0,2,1,
stifled,0,0,0,0,0,1,
stile,0,0,0,0,2,0,
still,11,15,20,17,96,100,
stillness,2,0,0,0,7,9,
stilton,0,0,0,0,0,1,
stimulate,0,0,0,0,2,2,
sting,1,0,2,0,0,1,
stingy,0,0,0,1,0,0,
stink,0,0,0,0,0,1,
stint,0,3,0,0,0,2,
stipend,0,0,0,0,2,0,
stipendiary,0,0,0,0,1,0,
stipulate,0,0,0,0,2,0,
stipulation,0,0,0,0,2,2,
stir,1,8,0,4,16,10,
stirr,0,0,1,0,0,0,
stirre,0,0,3,0,0,0,
stirreth,0,1,0,0,0,0,
stirring,0,0,1,1,2,1,
stitch,0,0,0,0,0,1,
stoccata,0,1,0,0,0,0,
stock,1,1,0,0,3,9,
stockade,0,0,0,0,0,1,
stocke,0,0,1,0,0,0,
stocking,0,0,1,1,8,4,
stockinge,0,0,0,0,0,1,
stockish,1,0,0,0,0,0,
stoke,0,0,0,0,1,0,
stol,2,2,0,0,0,0,
stole,0,1,1,0,4,0,
stolid,0,0,0,0,0,2,
stomach,1,0,0,2,2,1,
stomachs,1,0,0,0,0,1,
stomacke,0,0,1,0,0,0,
stone,6,4,3,9,26,73,
stones,0,0,0,0,0,1,
stony,1,2,0,1,0,4,
stood,0,0,0,0,1,2,
stoode,0,0,1,0,0,0,
stoof,0,0,0,0,1,0,
stool,0,1,0,6,4,13,
stoop,1,0,1,1,14,11,
stoope,0,0,1,0,0,0,
stooped,0,0,0,0,2,3,
stooping,0,0,0,0,0,1,
stop,4,5,7,19,136,89,
stopp,0,1,1,0,0,0,
stoppage,0,0,0,0,0,2,
stopped,0,0,0,0,0,2,
stopper,0,0,0,0,0,1,
stoppes,0,0,1,0,0,0,
stopping,0,0,0,0,1,0,
store,3,2,0,2,4,6,
storehouse,0,0,0,1,1,0,
storey,0,0,0,1,0,0,
storie,0,0,1,0,0,0,
storm,1,2,0,1,1,17,
storme,0,0,1,0,0,0,
stormy,0,0,0,0,1,2,
story,0,2,2,1,28,24,
stoupe,0,0,1,0,0,0,
stout,0,2,0,0,11,3,
stouter,0,0,0,0,2,0,
stoutly,0,0,0,0,2,0,
stove,0,0,0,1,2,0,
stow,0,0,1,0,2,1,
stradeger,0,0,0,0,1,0,
straggle,0,0,0,1,1,0,
straggler,0,0,0,0,1,0,
straggling,0,0,0,0,1,1,
straight,7,10,3,9,27,29,
straightforward,0,0,0,0,1,1,
straightway,0,0,0,0,3,1,
strain,1,4,0,1,3,6,
strained,0,0,0,0,2,4,
strait,0,0,0,1,1,1,
strand,0,0,0,0,1,1,
strange,7,6,10,15,56,33,
strangely,0,0,2,0,3,2,
stranger,4,2,0,1,29,7,
strangle,0,1,0,0,1,1,
strap,0,0,0,0,2,2,
stratagem,1,1,0,0,1,0,
strate,0,0,0,0,1,0,
straw,0,0,0,0,4,20,
strawe,0,0,1,0,0,0,
stray,2,0,0,0,2,6,
straying,0,0,0,0,1,1,
stre,0,0,0,0,1,0,
streak,1,2,0,1,0,2,
streaky,0,0,0,0,1,0,
stream,2,1,0,2,11,8,
streame,0,0,1,0,0,0,
streaming,0,0,0,0,2,2,
streams,0,0,0,0,0,1,
street,15,10,1,23,134,144,
streets,1,0,0,0,2,0,
strength,1,6,1,1,18,12,
strengthen,0,0,1,0,4,4,
stress,0,0,0,0,3,4,
stretch,0,2,0,3,18,9,
stretcht,0,0,1,0,0,0,
strew,0,4,2,0,2,2,
strewments,0,0,1,0,0,0,
strick,0,0,1,0,0,0,
stricken,0,0,0,0,4,4,
strict,2,1,2,1,5,4,
strictly,0,0,0,1,2,0,
stride,1,0,0,0,2,1,
strides,0,0,0,0,1,0,
strife,1,2,1,1,0,1,
strike,0,7,5,11,46,77,
striking,0,0,0,0,4,4,
strikingly,0,0,0,0,0,2,
string,0,0,1,0,2,7,
strip,0,0,0,0,1,4,
stripe,0,0,0,0,3,0,
strive,0,1,0,2,3,4,
striven,0,0,0,0,0,1,
striving,0,0,0,0,0,1,
stroake,0,0,1,0,0,0,
strode,0,0,0,0,4,0,
stroke,0,1,1,3,4,3,
stroll,0,0,0,2,0,3,
strond,1,0,0,0,0,0,
strong,0,3,9,8,61,75,
stronghold,0,0,0,1,0,0,
strongly,1,0,0,0,11,12,
strook,0,0,1,0,0,0,
strooke,0,0,3,0,0,0,
strop,0,0,0,0,1,0,
strove,0,0,0,0,1,2,
struck,0,0,0,1,0,1,
strucken,0,1,1,0,0,0,
structure,0,0,0,0,0,2,
struggle,0,0,0,6,31,19,
struggled,0,0,0,1,0,0,
struggling,0,0,0,0,1,0,
strugle,0,0,1,0,0,0,
strumpet,2,0,2,0,0,0,
strung,0,0,0,0,1,1,
strut,0,0,1,0,0,0,
strutted,0,0,0,1,0,0,
stryver,0,0,0,0,0,108,
stuart,0,0,0,0,0,1,
stubble,0,0,0,0,0,1,
stubborn,1,0,0,0,0,0,
stubborne,0,0,1,0,0,0,
stubbornness,0,0,0,0,0,1,
stubbornnesse,0,0,1,0,0,0,
stuck,0,0,1,0,2,1,
student,0,0,1,0,0,4,
studious,0,0,0,0,0,4,
studiously,0,0,0,0,1,0,
study,1,1,1,0,8,5,
stuff,1,2,0,2,9,2,
stuffe,0,0,3,0,0,0,
stuffing,0,0,0,1,0,0,
stumble,0,3,0,0,6,3,
stumblest,0,1,0,0,0,0,
stump,0,0,0,0,1,0,
stun,0,0,0,0,2,1,
stunning,0,0,0,0,1,0,
stupefaction,0,0,0,0,1,0,
stupefied,0,0,0,0,2,0,
stupefy,0,0,0,0,2,1,
stupid,0,0,0,0,6,0,
stupidity,0,0,0,0,1,0,
stupidly,0,0,0,0,1,2,
stupifie,0,0,0,0,3,0,
stupor,0,0,0,0,2,1,
sturdily,0,0,0,1,0,0,
sturdy,0,0,0,1,3,0,
stye,0,0,1,0,0,0,
style,3,1,1,1,5,1,
styling,0,1,1,0,0,0,
